1.000000e-04	1.000000e+01
5.000000e-04	1.000000e+01
1.000000e-03	1.000000e+01
5.000000e-03	1.000000e+01
1.000000e-02	1.000000e+01
5.000000e-02	1.000000e+01
1.000000e-01	1.000000e+01
2.000000e-01	1.000000e+01
2.500000e-01	1.000000e+01
3.000000e-01	1.000000e+01
4.000000e-01	1.000001e+01
5.000000e-01	1.000025e+01
6.000000e-01	1.000185e+01
7.000000e-01	1.000788e+01
8.000000e-01	1.002365e+01
9.000000e-01	1.005630e+01
1.000000e+00	1.011411e+01
1.500000e+00	1.110181e+01
2.000000e+00	1.414126e+01
2.500000e+00	2.028425e+01
3.000000e+00	3.002504e+01
3.500000e+00	4.324591e+01
4.000000e+00	5.944700e+01
5.000000e+00	9.821623e+01
6.000000e+00	1.416089e+02
7.000000e+00	1.862722e+02
8.000000e+00	2.301935e+02
9.000000e+00	2.722847e+02
1.000000e+01	3.120264e+02
2.000000e+01	5.866017e+02
3.000000e+01	7.281418e+02
4.000000e+01	8.120052e+02
5.000000e+01	8.671373e+02
