5.465334e+01 5.154099e+00 1.899416e+00 1.975304e+00 6.768064e+00 1.289522e+01 1.223357e+01 1.083062e+01 1.034428e+01 9.970026e+00 9.461704e+00 9.171262e+00 9.026014e+00 8.983704e+00 9.018115e+00 9.117938e+00 9.309961e+00 3.106316e+01 3.296001e+02 1.406157e+03 3.218010e+03 5.142335e+03 6.673054e+03 8.195643e+03 8.354704e+03 7.940204e+03 7.353898e+03 6.762159e+03 6.225335e+03 3.847686e+03 3.740004e+03 4.209904e+03 4.739784e+03
1.219942e+01 1.220596e+01 1.220596e+01 1.220485e+01 1.219799e+01 1.187193e+01 1.132952e+01 1.027334e+01 9.923922e+00 9.645358e+00 9.258835e+00 9.041262e+00 8.943657e+00 8.934018e+00 8.991184e+00 9.107149e+00 9.313016e+00 3.197320e+01 3.397852e+02 1.441386e+03 3.284644e+03 5.232253e+03 6.773017e+03 8.287931e+03 8.426522e+03 7.992685e+03 7.391453e+03 6.788972e+03 6.244618e+03 3.849924e+03 3.742013e+03 4.212230e+03 4.742108e+03
1.030259e+01 1.030911e+01 1.030918e+01 1.030924e+01 1.030894e+01 1.024129e+01 1.007483e+01 9.671074e+00 9.417883e+00 9.237482e+00 9.010955e+00 8.889801e+00 8.852415e+00 8.882172e+00 8.965594e+00 9.099471e+00 9.320582e+00 3.303401e+01 3.512208e+02 1.480042e+03 3.356626e+03 5.328279e+03 6.878822e+03 8.384324e+03 8.500821e+03 8.046586e+03 7.429806e+03 6.816232e+03 6.264151e+03 3.852171e+03 3.744034e+03 4.214568e+03 4.744441e+03
9.313923e+00 9.323467e+00 9.324361e+00 9.324517e+00 9.324738e+00 9.313987e+00 9.231954e+00 9.154806e+00 9.074228e+00 8.960076e+00 8.787558e+00 8.739909e+00 8.762461e+00 8.833545e+00 8.944498e+00 9.096860e+00 9.334030e+00 3.426658e+01 3.640384e+02 1.522411e+03 3.434321e+03 5.430761e+03 6.990747e+03 8.484959e+03 8.577654e+03 8.101923e+03 7.468958e+03 6.843935e+03 6.283930e+03 3.854426e+03 3.746066e+03 4.216917e+03 4.746782e+03
8.789479e+00 8.789508e+00 8.789514e+00 8.789625e+00 8.789903e+00 8.791169e+00 8.765911e+00 8.720109e+00 8.742380e+00 8.742362e+00 8.680453e+00 8.648356e+00 8.695318e+00 8.797843e+00 8.932754e+00 9.101903e+00 9.354929e+00 3.569446e+01 3.783812e+02 1.568798e+03 3.518117e+03 5.540064e+03 7.109083e+03 8.589974e+03 8.657073e+03 8.158710e+03 7.508911e+03 6.872079e+03 6.303952e+03 3.856689e+03 3.748111e+03 4.219278e+03 4.749132e+03
8.503389e+00 8.500290e+00 8.498195e+00 8.498060e+00 8.498340e+00 8.503008e+00 8.501702e+00 8.473233e+00 8.501115e+00 8.548446e+00 8.613084e+00 8.640058e+00 8.692397e+00 8.793962e+00 8.939152e+00 9.118970e+00 9.385687e+00 3.734440e+01 3.944058e+02 1.619531e+03 3.608420e+03 5.656566e+03 7.234125e+03 8.699507e+03 8.739129e+03 8.216963e+03 7.549664e+03 6.900659e+03 6.324212e+03 3.858959e+03 3.750167e+03 4.221650e+03 4.751491e+03
8.358358e+00 8.357914e+00 8.357101e+00 8.357000e+00 8.357258e+00 8.362949e+00 8.371332e+00 8.367707e+00 8.385442e+00 8.432501e+00 8.560641e+00 8.662856e+00 8.747943e+00 8.848919e+00 8.980339e+00 9.155799e+00 9.430454e+00 3.924734e+01 4.122850e+02 1.674961e+03 3.705662e+03 5.780663e+03 7.366182e+03 8.813696e+03 8.823872e+03 8.276692e+03 7.591218e+03 6.929671e+03 6.344706e+03 3.861237e+03 3.752235e+03 4.224033e+03 4.753859e+03
8.321837e+00 8.320851e+00 8.318887e+00 8.318381e+00 8.318619e+00 8.324561e+00 8.337024e+00 8.354640e+00 8.369709e+00 8.407096e+00 8.544736e+00 8.699289e+00 8.828772e+00 8.944887e+00 9.069097e+00 9.226638e+00 9.496404e+00 4.143987e+01 4.322104e+02 1.735468e+03 3.810297e+03 5.912768e+03 7.505568e+03 8.932682e+03 8.911348e+03 8.337909e+03 7.633569e+03 6.959110e+03 6.365428e+03 3.863523e+03 3.754316e+03 4.226429e+03 4.756235e+03
8.354591e+00 8.354436e+00 8.354410e+00 8.354572e+00 8.354796e+00 8.360719e+00 8.374981e+00 8.407344e+00 8.425625e+00 8.457388e+00 8.582707e+00 8.756696e+00 8.921734e+00 9.060246e+00 9.186173e+00 9.332715e+00 9.595240e+00 4.396611e+01 4.543969e+02 1.801464e+03 3.922812e+03 6.053312e+03 7.652610e+03 9.056604e+03 9.001603e+03 8.400621e+03 7.676715e+03 6.988970e+03 6.386375e+03 3.865815e+03 3.756408e+03 4.228835e+03 4.758621e+03
8.446379e+00 8.448432e+00 8.448743e+00 8.448819e+00 8.449031e+00 8.454875e+00 8.470006e+00 8.511877e+00 8.535217e+00 8.566170e+00 8.676686e+00 8.846624e+00 9.027524e+00 9.184036e+00 9.315847e+00 9.457419e+00 9.721178e+00 4.688017e+01 4.790878e+02 1.873396e+03 4.043721e+03 6.202748e+03 7.807644e+03 9.185602e+03 9.094682e+03 8.464837e+03 7.720652e+03 7.019245e+03 6.407539e+03 3.868115e+03 3.758513e+03 4.231253e+03 4.761015e+03
