1.000000e-04	1.000000e+00
5.000000e-04	1.000000e+00
1.000000e-03	1.000000e+00
5.000000e-03	1.000000e+00
1.000000e-02	1.000000e+00
5.000000e-02	1.000000e+00
1.000000e-01	1.000000e+00
2.000000e-01	1.000035e+00
2.500000e-01	1.000317e+00
3.000000e-01	1.001399e+00
4.000000e-01	1.009336e+00
5.000000e-01	1.030234e+00
6.000000e-01	1.067728e+00
7.000000e-01	1.122403e+00
8.000000e-01	1.193008e+00
9.000000e-01	1.277555e+00
1.000000e+00	1.373966e+00
1.500000e+00	1.980101e+00
2.000000e+00	2.723145e+00
2.500000e+00	3.573125e+00
3.000000e+00	4.524350e+00
3.500000e+00	5.574372e+00
4.000000e+00	6.721242e+00
5.000000e+00	9.297861e+00
6.000000e+00	1.223139e+01
7.000000e+00	1.548052e+01
8.000000e+00	1.898752e+01
9.000000e+00	2.268768e+01
1.000000e+01	2.651782e+01
2.000000e+01	6.360262e+01
3.000000e+01	9.112781e+01
4.000000e+01	1.104827e+02
5.000000e+01	1.245121e+02
