1.000000e-04	3.000000e+00
5.000000e-04	3.000000e+00
1.000000e-03	3.000000e+00
5.000000e-03	3.000000e+00
1.000000e-02	3.000000e+00
5.000000e-02	3.000495e+00
1.000000e-01	3.052189e+00
2.000000e-01	3.730086e+00
2.500000e-01	4.381504e+00
3.000000e-01	5.198545e+00
4.000000e-01	7.193088e+00
5.000000e-01	9.521759e+00
6.000000e-01	1.209445e+01
7.000000e-01	1.487530e+01
8.000000e-01	1.785464e+01
9.000000e-01	2.103579e+01
1.000000e+00	2.442852e+01
1.500000e+00	4.495736e+01
2.000000e+00	7.171285e+01
2.500000e+00	1.035969e+02
3.000000e+00	1.386752e+02
3.500000e+00	1.751559e+02
4.000000e+00	2.117141e+02
5.000000e+00	2.819273e+02
6.000000e+00	3.458941e+02
7.000000e+00	4.029025e+02
8.000000e+00	4.533176e+02
9.000000e+00	4.978556e+02
1.000000e+01	5.372869e+02
2.000000e+01	7.672120e+02
3.000000e+01	8.679316e+02
4.000000e+01	9.239075e+02
5.000000e+01	9.594593e+02
