1.000000e-04	0.000000e+00	2.018494e+05	2.132589e+05	9.464994e-01
1.000000e-04	5.000000e-03	9.944013e+04	2.132589e+05	4.662883e-01
1.000000e-04	1.000000e-02	8.873612e+04	2.132589e+05	4.160957e-01
1.000000e-04	1.500000e-02	8.331166e+04	2.132589e+05	3.906597e-01
1.000000e-04	2.000000e-02	7.918656e+04	2.132589e+05	3.713166e-01
1.000000e-04	2.500000e-02	7.573507e+04	2.132589e+05	3.551321e-01
1.000000e-04	3.000000e-02	7.276091e+04	2.132589e+05	3.411858e-01
1.000000e-04	3.500000e-02	7.016015e+04	2.132589e+05	3.289905e-01
1.000000e-04	4.000000e-02	6.786209e+04	2.132589e+05	3.182146e-01
1.000000e-04	4.500000e-02	6.618531e+04	2.132589e+05	3.103520e-01
1.000000e-04	5.000000e-02	6.488983e+04	2.132589e+05	3.042773e-01
1.000000e-04	5.500000e-02	6.380013e+04	2.132589e+05	2.991675e-01
1.000000e-04	6.000000e-02	6.289283e+04	2.132589e+05	2.949130e-01
1.000000e-04	6.500000e-02	6.214591e+04	2.132589e+05	2.914106e-01
1.000000e-04	7.000000e-02	6.153893e+04	2.132589e+05	2.885644e-01
1.000000e-04	7.500000e-02	6.105137e+04	2.132589e+05	2.862782e-01
1.000000e-04	8.000000e-02	6.066470e+04	2.132589e+05	2.844651e-01
1.000000e-04	8.500000e-02	6.036468e+04	2.132589e+05	2.830582e-01
1.000000e-04	9.000000e-02	6.013821e+04	2.132589e+05	2.819962e-01
1.000000e-04	9.500000e-02	5.997444e+04	2.132589e+05	2.812283e-01
1.000000e-04	1.000000e-01	5.986358e+04	2.132589e+05	2.807085e-01
1.000000e-04	1.050000e-01	5.979706e+04	2.132589e+05	2.803966e-01
1.000000e-04	1.100000e-01	5.976862e+04	2.132589e+05	2.802632e-01
1.000000e-04	1.150000e-01	5.977143e+04	2.132589e+05	2.802764e-01
1.000000e-04	1.200000e-01	5.980116e+04	2.132589e+05	2.804158e-01
1.000000e-04	1.250000e-01	5.985268e+04	2.132589e+05	2.806574e-01
1.000000e-04	1.300000e-01	5.992275e+04	2.132589e+05	2.809859e-01
1.000000e-04	1.350000e-01	6.000777e+04	2.132589e+05	2.813846e-01
1.000000e-04	1.400000e-01	6.010567e+04	2.132589e+05	2.818437e-01
1.000000e-04	1.450000e-01	6.022006e+04	2.132589e+05	2.823801e-01
1.000000e-04	1.500000e-01	6.040596e+04	2.132589e+05	2.832518e-01
1.000000e-04	1.550000e-01	6.061328e+04	2.132589e+05	2.842239e-01
1.000000e-04	1.600000e-01	6.082877e+04	2.132589e+05	2.852344e-01
1.000000e-04	1.650000e-01	6.105155e+04	2.132589e+05	2.862790e-01
1.000000e-04	1.700000e-01	6.128077e+04	2.132589e+05	2.873539e-01
1.000000e-04	1.750000e-01	6.151592e+04	2.132589e+05	2.884565e-01
1.000000e-04	1.800000e-01	6.175611e+04	2.132589e+05	2.895828e-01
1.000000e-04	1.850000e-01	6.199986e+04	2.132589e+05	2.907258e-01
1.000000e-04	1.900000e-01	6.224875e+04	2.132589e+05	2.918929e-01
1.000000e-04	1.950000e-01	6.250014e+04	2.132589e+05	2.930717e-01
1.000000e-04	2.000000e-01	6.275331e+04	2.132589e+05	2.942588e-01
1.000000e-04	4.000000e-01	6.745575e+04	2.132589e+05	3.163092e-01
1.000000e-04	6.000000e-01	4.956565e+04	2.132589e+05	2.324201e-01
1.000000e-04	8.000000e-01	4.146872e+04	2.132589e+05	1.944525e-01
1.000000e-04	1.000000e+00	3.562004e+04	2.132589e+05	1.670272e-01
1.000000e-04	1.200000e+00	3.186609e+04	2.132589e+05	1.494244e-01
1.000000e-04	1.400000e+00	2.946720e+04	2.132589e+05	1.381757e-01
1.000000e-04	1.600000e+00	2.797280e+04	2.132589e+05	1.311683e-01
1.000000e-04	1.800000e+00	2.713265e+04	2.132589e+05	1.272287e-01
1.000000e-04	2.000000e+00	2.668059e+04	2.132589e+05	1.251089e-01
1.000000e-04	2.200000e+00	2.664580e+04	2.132589e+05	1.249458e-01
1.000000e-04	2.400000e+00	2.685226e+04	2.132589e+05	1.259139e-01
1.000000e-04	2.600000e+00	2.724455e+04	2.132589e+05	1.277534e-01
1.000000e-04	2.800000e+00	2.782900e+04	2.132589e+05	1.304940e-01
1.000000e-04	3.000000e+00	2.845946e+04	2.132589e+05	1.334503e-01
1.000000e-04	3.200000e+00	2.925995e+04	2.132589e+05	1.372039e-01
1.000000e-04	3.400000e+00	3.005759e+04	2.132589e+05	1.409442e-01
1.000000e-04	3.600000e+00	3.087605e+04	2.132589e+05	1.447820e-01
1.000000e-04	3.800000e+00	3.184157e+04	2.132589e+05	1.493095e-01
1.000000e-04	4.000000e+00	3.276252e+04	2.132589e+05	1.536279e-01
1.000000e-04	4.200000e+00	3.387376e+04	2.132589e+05	1.588387e-01
1.000000e-04	4.400000e+00	3.526596e+04	2.132589e+05	1.653669e-01
1.000000e-04	4.600000e+00	3.674305e+04	2.132589e+05	1.722932e-01
1.000000e-04	4.800000e+00	3.868450e+04	2.132589e+05	1.813969e-01
1.000000e-04	5.000000e+00	4.088502e+04	2.132589e+05	1.917154e-01
1.000000e-04	5.200000e+00	4.365360e+04	2.132589e+05	2.046977e-01
1.000000e-04	5.400000e+00	4.666566e+04	2.132589e+05	2.188216e-01
1.000000e-04	5.600000e+00	4.970492e+04	2.132589e+05	2.330732e-01
1.000000e-04	5.800000e+00	5.326099e+04	2.132589e+05	2.497480e-01
1.000000e-04	6.000000e+00	5.701625e+04	2.132589e+05	2.673569e-01
